custid,startlen,time,payleft,lagtest,cancelnow
8845,1,10,0,0,0
8845,1,11,0,0,0
8846,1,1,0,4,0
8846,1,2,0,4,0
8846,1,3,0,4,0
8846,1,4,0,4,0
8846,1,5,0,4,0
8846,1,6,0,4,0
8846,1,7,0,4,0
8846,1,8,0,4,0
8846,1,9,0,4,0
8846,1,10,0,4,0
8846,1,11,0,4,0
8847,6,1,5,0,0
8847,6,2,4,0,0
8847,6,3,3,0,0
8847,6,4,2,0,0
8847,6,5,1,0,0
8847,6,6,0,0,1
8848,6,1,5,4,0
8848,6,2,4,4,0
8848,6,3,3,4,0
8848,6,4,2,4,0
8848,6,5,1,4,0
8848,6,6,0,4,0
8848,6,7,5,4,0
8848,6,8,4,4,0
8848,6,9,3,4,0
8848,6,10,2,4,0
8848,6,11,1,4,0
8849,12,1,11,4,0
8849,12,2,10,4,0
8849,12,3,9,4,0
8849,12,4,8,4,0
8849,12,5,7,4,0
8849,12,6,6,4,0
8849,12,7,5,4,0
8849,12,8,4,4,0
8849,12,9,3,4,0
8849,12,10,2,4,0
8849,12,11,1,4,0
8850,6,1,5,4,0
8850,6,2,4,4,0
8850,6,3,3,4,0
8850,6,4,2,4,0
8850,6,5,1,4,0
8850,6,6,0,4,0
8850,6,7,5,4,0
8850,6,8,4,3,0
8850,6,9,3,4,0
8850,6,10,2,4,0
8850,6,11,1,4,0
8851,6,1,5,4,0
8851,6,2,4,4,0
8851,6,3,3,4,0
8851,6,4,2,4,0
8851,6,5,1,4,0
8851,6,6,0,4,0
8851,6,7,5,4,0
8851,6,8,4,0,0
8851,6,9,3,0,1
8852,6,1,5,4,0
8852,6,2,4,0,0
8852,6,3,3,0,0
8852,6,4,2,0,0
8852,6,5,1,0,0
8852,6,6,0,0,1
8853,6,1,5,4,0
8853,6,2,4,4,0
8853,6,3,3,4,0
8853,6,4,2,4,0
8853,6,5,1,4,0
8853,6,6,0,4,0
8853,6,7,0,4,1
8854,12,1,11,4,0
8854,12,2,10,4,0
8854,12,3,9,4,0
8854,12,4,8,4,0
8854,12,5,7,4,0
8854,12,6,6,4,0
8854,12,7,5,4,0
8854,12,8,4,4,0
8854,12,9,3,4,0
8854,12,10,2,4,0
8854,12,11,1,4,0
8855,1,1,0,3,0
8855,1,2,0,3,0
8855,1,3,0,0,0
8855,1,4,0,2,0
8855,1,5,0,4,0
8855,1,6,0,3,0
8855,1,7,0,4,0
8855,1,8,0,3,0
8855,1,9,0,3,0
8855,1,10,0,4,0
8855,1,11,0,0,0
8856,1,1,0,4,0
8856,1,2,0,4,0
8856,1,3,0,4,0
8856,1,4,0,4,0
8856,1,5,0,4,0
8856,1,6,0,4,0
8856,1,7,0,4,0
8856,1,8,0,4,0
8856,1,9,0,4,0
8856,1,10,0,0,0
8856,1,11,0,0,0
8857,1,1,0,4,0
8857,1,2,0,4,0
8857,1,3,0,4,0
8857,1,4,0,4,0
8857,1,5,0,4,0
8857,1,6,0,4,0
8857,1,7,0,4,0
8857,1,8,0,4,0
8857,1,9,0,4,0
8857,1,10,0,4,0
8857,1,11,0,4,0
8858,1,1,0,0,0
8858,1,2,0,0,0
8858,1,3,0,0,0
8858,1,4,0,0,0
8858,1,5,0,0,0
8858,1,6,0,0,0
8858,1,7,0,0,0
8858,1,8,0,0,0
8858,1,9,0,0,0
8858,1,10,0,0,1
8859,12,1,11,4,0
8859,12,2,10,4,0
8859,12,3,9,4,0
8859,12,4,8,4,0
8859,12,5,7,4,0
8859,12,6,6,4,0
8859,12,7,5,0,0
8859,12,8,4,0,0
8859,12,9,3,0,0
8859,12,10,2,0,0
8859,12,11,1,0,0
8860,1,1,0,4,0
8860,1,2,0,0,0
8860,1,3,0,4,0
8860,1,4,0,0,0
8860,1,5,0,0,0
8860,1,6,0,0,0
8860,1,7,0,0,0
8860,1,8,0,0,0
8860,1,9,0,0,1
8861,12,1,11,3,0
8861,12,2,10,4,0
8861,12,3,9,4,0
8861,12,4,8,4,0
8861,12,5,7,4,0
8861,12,6,6,1,0
8861,12,7,5,4,0
8861,12,8,4,4,0
8861,12,9,3,4,0
8861,12,10,2,4,0
8861,12,11,1,2,0
8862,6,1,5,4,0
8862,6,2,4,4,0
8862,6,3,3,4,0
8862,6,4,2,4,0
8862,6,5,1,4,0
8862,6,6,0,4,0
8862,6,7,5,4,0
8862,6,8,4,4,0
8862,6,9,3,4,0
8862,6,10,2,4,0
8862,6,11,1,4,0
8863,1,1,0,4,0
8863,1,2,0,4,0
8863,1,3,0,4,1
8864,12,1,11,0,0
8864,12,2,10,0,0
8864,12,3,9,0,0
8864,12,4,8,0,0
8864,12,5,7,0,0
8864,12,6,6,0,0
8864,12,7,5,0,0
8864,12,8,4,0,0
8864,12,9,3,0,0
8864,12,10,2,0,0
8864,12,11,1,0,0
8865,1,1,0,4,0
8865,1,2,0,4,0
8865,1,3,0,4,0
8865,1,4,0,4,0
8865,1,5,0,4,0
8865,1,6,0,4,0
8865,1,7,0,4,0
8865,1,8,0,4,0
8865,1,9,0,4,0
8865,1,10,0,4,0
8865,1,11,0,4,0
8866,1,1,0,4,0
8866,1,2,0,4,0
8866,1,3,0,4,0
8866,1,4,0,4,0
8866,1,5,0,4,0
8866,1,6,0,4,0
8866,1,7,0,0,0
8866,1,8,0,4,0
8866,1,9,0,0,0
8866,1,10,0,4,0
8866,1,11,0,4,0
8867,6,1,5,0,0
8867,6,2,4,0,0
8867,6,3,3,0,0
8867,6,4,2,0,0
8867,6,5,1,0,0
8867,6,6,0,0,1
8868,1,1,0,4,0
8868,1,2,0,0,0
8868,1,3,0,0,0
8868,1,4,0,0,0
8868,1,5,0,0,0
8868,1,6,0,0,0
8868,1,7,0,0,0
8868,1,8,0,0,0
8868,1,9,0,0,0
8868,1,10,0,0,0
8868,1,11,0,0,0
8869,1,1,0,0,0
8869,1,2,0,0,0
8869,1,3,0,0,1
8870,6,1,5,4,0
8870,6,2,4,4,0
8870,6,3,3,4,0
8870,6,4,2,4,0
8870,6,5,1,2,0
8870,6,6,0,3,0
8870,6,7,5,0,0
8870,6,8,4,0,0
8870,6,9,3,0,0
8870,6,10,2,3,0
8870,6,11,1,0,0
8871,1,1,0,4,0
8871,1,2,0,4,0
8871,1,3,0,4,0
8871,1,4,0,4,0
8871,1,5,0,0,0
8871,1,6,0,0,0
8871,1,7,0,0,1
8872,6,1,5,0,0
8872,6,2,4,0,0
8872,6,3,3,0,0
8872,6,4,2,0,0
8872,6,5,1,0,0
8872,6,6,0,0,1
8873,1,1,0,4,0
8873,1,2,0,2,0
8873,1,3,0,2,0
8873,1,4,0,1,0
8873,1,5,0,1,0
8873,1,6,0,2,0
8873,1,7,0,0,0
8873,1,8,0,0,0
8873,1,9,0,0,0
8873,1,10,0,0,0
8873,1,11,0,0,0
8874,1,1,0,4,0
8874,1,2,0,4,0
8874,1,3,0,4,0
8874,1,4,0,4,0
8874,1,5,0,4,0
8874,1,6,0,4,0
8874,1,7,0,4,0
8874,1,8,0,4,0
8874,1,9,0,3,0
8874,1,10,0,4,0
8874,1,11,0,4,0
8875,1,1,0,4,0
8875,1,2,0,0,0
8875,1,3,0,0,0
8875,1,4,0,0,0
8875,1,5,0,0,0
8875,1,6,0,0,0
8875,1,7,0,0,1
8876,1,1,0,4,0
8876,1,2,0,4,0
8876,1,3,0,4,0
8876,1,4,0,4,0
8876,1,5,0,4,0
8876,1,6,0,4,0
8876,1,7,0,4,0
8876,1,8,0,4,0
8876,1,9,0,4,0
8876,1,10,0,4,0
8876,1,11,0,4,0
8877,1,1,0,4,0
8877,1,2,0,4,0
8877,1,3,0,4,0
8877,1,4,0,4,0
8877,1,5,0,4,0
8877,1,6,0,4,0
8877,1,7,0,4,0
8877,1,8,0,4,0
8877,1,9,0,4,0
8877,1,10,0,4,0
8877,1,11,0,4,0
8878,1,1,0,0,0
8878,1,2,0,0,0
8878,1,3,0,0,0
8878,1,4,0,0,0
8878,1,5,0,0,0
8878,1,6,0,0,0
8878,1,7,0,0,0
8878,1,8,0,0,0
8878,1,9,0,0,0
8878,1,10,0,0,0
8878,1,11,0,0,0
8879,12,1,11,4,0
8879,12,2,10,4,0
8879,12,3,9,4,0
8879,12,4,8,4,0
8879,12,5,7,4,0
8879,12,6,6,4,0
8879,12,7,5,4,0
8879,12,8,4,4,0
8879,12,9,3,4,0
8879,12,10,2,4,0
8879,12,11,1,4,0
8880,1,1,0,4,0
8880,1,2,0,4,0
8880,1,3,0,4,0
8880,1,4,0,4,0
8880,1,5,0,0,0
8880,1,6,0,0,1
8881,12,1,11,4,0
8881,12,2,10,4,0
8881,12,3,9,4,0
8881,12,4,8,4,0
8881,12,5,7,3,0
8881,12,6,6,0,0
8881,12,7,5,0,0
8881,12,8,4,0,0
8881,12,9,3,1,0
8881,12,10,2,4,0
8881,12,11,1,0,0
8882,6,1,5,4,0
8882,6,2,4,4,0
8882,6,3,3,0,0
8882,6,4,2,0,0
8882,6,5,1,0,0
8882,6,6,0,0,1
8883,6,1,5,4,0
8883,6,2,4,0,0
8883,6,3,3,4,0
8883,6,4,2,0,0
8883,6,5,1,0,0
8883,6,6,0,0,1
8884,1,1,0,0,0
8884,1,2,0,0,0
8884,1,3,0,0,1
8885,1,1,0,4,0
8885,1,2,0,4,0
8885,1,3,0,4,0
8885,1,4,0,4,0
8885,1,5,0,4,0
8885,1,6,0,4,0
8885,1,7,0,4,0
8885,1,8,0,4,0
8885,1,9,0,4,0
8885,1,10,0,4,0
8885,1,11,0,4,0
8886,1,1,0,4,0
8886,1,2,0,4,0
8886,1,3,0,4,0
8886,1,4,0,4,0
8886,1,5,0,4,0
8886,1,6,0,4,0
8886,1,7,0,4,0
8886,1,8,0,4,0
8886,1,9,0,4,0
8886,1,10,0,4,0
8886,1,11,0,4,0
8887,1,1,0,4,0
8887,1,2,0,4,0
8887,1,3,0,4,0
8887,1,4,0,4,0
8887,1,5,0,4,0
8887,1,6,0,4,0
8887,1,7,0,4,0
8887,1,8,0,0,0
8887,1,9,0,4,0
8887,1,10,0,4,0
8887,1,11,0,4,0
8888,1,1,0,4,0
8888,1,2,0,4,0
8888,1,3,0,4,0
8888,1,4,0,4,0
8888,1,5,0,4,0
8888,1,6,0,4,0
8888,1,7,0,4,0
8888,1,8,0,4,0
8888,1,9,0,4,0
8888,1,10,0,4,0
8888,1,11,0,4,0
8889,6,1,5,1,0
8889,6,2,4,4,0
8889,6,3,3,4,0
8889,6,4,2,0,1
8890,6,1,5,4,0
8890,6,2,4,4,0
8890,6,3,3,4,0
8890,6,4,2,4,0
8890,6,5,1,4,0
8890,6,6,0,4,0
8890,6,7,5,4,0
8890,6,8,4,4,0
8890,6,9,3,4,0
8890,6,10,2,4,0
8890,6,11,1,4,0
8891,6,1,5,0,0
8891,6,2,4,0,0
8891,6,3,3,0,0
8891,6,4,2,0,0
8891,6,5,1,0,0
8891,6,6,0,0,0
8891,6,7,5,0,1
8892,1,1,0,4,0
8892,1,2,0,4,0
8892,1,3,0,4,0
8892,1,4,0,4,0
8892,1,5,0,4,0
8892,1,6,0,4,0
8892,1,7,0,4,0
8892,1,8,0,4,0
8892,1,9,0,4,0
8892,1,10,0,4,0
8892,1,11,0,4,0
8893,6,1,5,4,0
8893,6,2,4,4,0
8893,6,3,3,4,0
8893,6,4,2,0,0
8893,6,5,1,4,0
8893,6,6,0,4,0
8893,6,7,5,4,0
8893,6,8,4,4,0
8893,6,9,3,4,0
8893,6,10,2,4,0
8893,6,11,1,0,0
8894,12,1,11,4,0
8894,12,2,10,4,0
8894,12,3,9,4,0
8894,12,4,8,4,0
8894,12,5,7,4,0
8894,12,6,6,4,0
8894,12,7,5,0,0
8894,12,8,4,0,0
8894,12,9,3,0,0
8894,12,10,2,4,0
8894,12,11,1,0,0
8895,1,1,0,4,0
8895,1,2,0,4,0
8895,1,3,0,4,0
8895,1,4,0,4,0
8895,1,5,0,4,0
8895,1,6,0,4,0
8895,1,7,0,4,0
8895,1,8,0,4,0
8895,1,9,0,4,0
8895,1,10,0,4,0
8895,1,11,0,4,1
8896,1,1,0,0,0
8896,1,2,0,0,0
8896,1,3,0,0,0
8896,1,4,0,0,0
8896,1,5,0,0,1
8897,1,1,0,0,0
8897,1,2,0,0,0
8897,1,3,0,0,0
8897,1,4,0,0,0
8897,1,5,0,0,1
8898,6,1,5,4,0
8898,6,2,4,4,0
8898,6,3,3,4,0
8898,6,4,2,4,0
8898,6,5,1,0,0
8898,6,6,0,0,1
8899,12,1,11,4,0
8899,12,2,10,4,0
8899,12,3,9,4,0
8899,12,4,8,4,0
8899,12,5,7,4,0
8899,12,6,6,4,0
8899,12,7,5,4,0
8899,12,8,4,4,0
8899,12,9,3,4,0
8899,12,10,2,4,0
8899,12,11,1,4,0
8900,6,1,5,4,0
8900,6,2,4,4,0
8900,6,3,3,4,0
8900,6,4,2,4,0
8900,6,5,1,4,0
8900,6,6,0,4,0
8900,6,7,5,4,0
8900,6,8,4,4,0
8900,6,9,3,4,0
8900,6,10,2,4,0
8900,6,11,1,4,0
8901,1,1,0,4,0
8901,1,2,0,4,0
8901,1,3,0,4,0
8901,1,4,0,4,0
8901,1,5,0,4,0
8901,1,6,0,4,0
8901,1,7,0,4,0
8901,1,8,0,4,0
8901,1,9,0,4,0
8901,1,10,0,4,0
8901,1,11,0,4,0
8902,1,1,0,4,0
8902,1,2,0,4,0
8902,1,3,0,4,0
8902,1,4,0,4,0
8902,1,5,0,4,0
8902,1,6,0,4,0
8902,1,7,0,4,0
8902,1,8,0,4,0
8902,1,9,0,4,0
8902,1,10,0,4,0
8902,1,11,0,4,0
8903,6,1,5,4,0
8903,6,2,4,0,0
8903,6,3,3,4,0
8903,6,4,2,0,0
8903,6,5,1,0,0
8903,6,6,0,0,0
8903,6,7,5,0,0
8903,6,8,4,0,0
8903,6,9,3,0,0
8903,6,10,2,0,0
8903,6,11,1,0,0
8904,12,1,11,4,0
8904,12,2,10,4,0
8904,12,3,9,4,0
8904,12,4,8,4,0
8904,12,5,7,4,0
8904,12,6,6,4,0
8904,12,7,5,4,0
8904,12,8,4,4,0
8904,12,9,3,4,0
8904,12,10,2,4,0
8904,12,11,1,4,0
8905,1,1,0,4,0
8905,1,2,0,4,0
8905,1,3,0,4,0
8905,1,4,0,0,0
8905,1,5,0,0,0
8905,1,6,0,0,1
8906,1,1,0,0,0
8906,1,2,0,0,0
8906,1,3,0,0,0
8906,1,4,0,0,0
8906,1,5,0,0,0
8906,1,6,0,0,0
8906,1,7,0,0,0
8906,1,8,0,0,0
8906,1,9,0,0,0
8906,1,10,0,0,0
8906,1,11,0,0,0
8907,1,1,0,4,0
8907,1,2,0,4,0
8907,1,3,0,4,0
8907,1,4,0,4,0
8907,1,5,0,4,0
8907,1,6,0,4,0
8907,1,7,0,4,0
8907,1,8,0,4,0
8907,1,9,0,4,0
8907,1,10,0,4,0
8907,1,11,0,4,0
8908,1,1,0,0,0
8908,1,2,0,0,0
8908,1,3,0,0,0
8908,1,4,0,0,1
8909,1,1,0,4,0
8909,1,2,0,4,0
8909,1,3,0,4,0
8909,1,4,0,0,0
8909,1,5,0,4,0
8909,1,6,0,0,0
8909,1,7,0,0,0
8909,1,8,0,0,0
8909,1,9,0,0,0
8909,1,10,0,0,1
8910,1,1,0,0,0
8910,1,2,0,0,0
8910,1,3,0,0,0
8910,1,4,0,0,1
8911,6,1,5,4,0
8911,6,2,4,4,0
8911,6,3,3,4,0
8911,6,4,2,4,0
8911,6,5,1,4,0
8911,6,6,0,4,0
8911,6,7,5,4,0
8911,6,8,4,4,0
8911,6,9,3,4,0
8911,6,10,2,4,0
8911,6,11,1,4,0
8912,1,1,0,0,0
8912,1,2,0,0,0
8912,1,3,0,0,0
8912,1,4,0,0,0
8912,1,5,0,0,0
8912,1,6,0,0,0
8912,1,7,0,0,0
8912,1,8,0,0,1
8913,1,1,0,0,0
8913,1,2,0,0,0
8913,1,3,0,0,1
8914,12,1,11,4,0
8914,12,2,10,4,0
8914,12,3,9,4,0
8914,12,4,8,4,0
8914,12,5,7,4,0
8914,12,6,6,4,0
8914,12,7,5,4,0
8914,12,8,4,4,0
8914,12,9,3,4,0
8914,12,10,2,4,0
8914,12,11,1,4,0
8915,6,1,5,4,0
8915,6,2,4,0,0
8915,6,3,3,0,0
8915,6,4,2,0,0
8915,6,5,1,4,0
8915,6,6,0,4,0
8915,6,7,5,0,0
8915,6,8,4,0,0
8915,6,9,3,0,0
8915,6,10,2,0,0
8915,6,11,1,0,0
8916,12,1,11,4,0
8916,12,2,10,4,0
8916,12,3,9,4,0
8916,12,4,8,4,0
8916,12,5,7,4,0
8916,12,6,6,4,0
8916,12,7,5,4,0
8916,12,8,4,4,0
8916,12,9,3,4,0
8916,12,10,2,4,0
8916,12,11,1,4,0
8917,1,1,0,4,0
8917,1,2,0,4,0
8917,1,3,0,4,0
8917,1,4,0,4,0
8917,1,5,0,4,0
8917,1,6,0,4,0
8917,1,7,0,4,0
8917,1,8,0,4,0
8917,1,9,0,4,0
8917,1,10,0,4,0
8917,1,11,0,4,0
8918,12,1,11,4,0
8918,12,2,10,4,0
8918,12,3,9,4,0
8918,12,4,8,4,0
8918,12,5,7,4,0
8918,12,6,6,4,0
8918,12,7,5,4,0
8918,12,8,4,4,0
8918,12,9,3,4,0
8918,12,10,2,4,0
8918,12,11,1,4,0
8919,6,1,5,4,0
8919,6,2,4,4,0
8919,6,3,3,4,0
8919,6,4,2,4,0
8919,6,5,1,4,0
8919,6,6,0,3,0
8919,6,7,0,3,0
8919,6,8,0,4,0
8919,6,9,0,0,0
8919,6,10,0,1,0
8919,6,11,0,4,0
8920,1,1,0,0,0
8920,1,2,0,0,0
8920,1,3,0,0,1
8921,1,1,0,4,0
8921,1,2,0,4,0
8921,1,3,0,4,0
8921,1,4,0,4,0
8921,1,5,0,4,0
8921,1,6,0,4,0
8921,1,7,0,4,0
8921,1,8,0,4,0
8921,1,9,0,3,0
8921,1,10,0,4,0
8921,1,11,0,4,0
8922,1,1,0,4,0
8922,1,2,0,4,0
8922,1,3,0,4,0
8922,1,4,0,4,0
8922,1,5,0,4,0
8922,1,6,0,4,0
8922,1,7,0,4,0
8922,1,8,0,4,0
8922,1,9,0,4,0
8922,1,10,0,3,0
8922,1,11,0,4,0
8923,12,1,11,4,0
8923,12,2,10,4,0
8923,12,3,9,4,0
8923,12,4,8,4,0
8923,12,5,7,4,0
8923,12,6,6,4,0
8923,12,7,5,4,0
8923,12,8,4,4,0
8923,12,9,3,0,0
8923,12,10,2,0,1
8924,12,1,11,4,0
8924,12,2,10,4,0
8924,12,3,9,4,0
8924,12,4,8,4,0
8924,12,5,7,4,0
8924,12,6,6,4,0
8924,12,7,5,4,0
8924,12,8,4,4,0
8924,12,9,3,4,0
8924,12,10,2,4,0
8924,12,11,1,4,0
8925,1,1,0,4,0
8925,1,2,0,4,0
8925,1,3,0,4,0
8925,1,4,0,4,0
8925,1,5,0,4,0
8925,1,6,0,4,0
8925,1,7,0,4,0
8925,1,8,0,4,0
8925,1,9,0,4,0
8925,1,10,0,4,0
8925,1,11,0,0,0
8926,1,1,0,4,0
8926,1,2,0,0,0
8926,1,3,0,0,0
8926,1,4,0,2,0
8926,1,5,0,0,0
8926,1,6,0,0,1
8927,6,1,5,4,0
8927,6,2,4,4,0
8927,6,3,3,4,0
8927,6,4,2,4,0
8927,6,5,1,4,0
8927,6,6,0,4,0
8927,6,7,5,4,0
8927,6,8,4,4,0
8927,6,9,3,4,0
8927,6,10,2,4,0
8927,6,11,1,4,0
8928,1,1,0,4,0
8928,1,2,0,4,0
8928,1,3,0,4,0
8928,1,4,0,4,0
8928,1,5,0,4,0
8928,1,6,0,4,0
8928,1,7,0,4,0
8928,1,8,0,4,0
8928,1,9,0,2,0
8928,1,10,0,0,0
8928,1,11,0,0,0
8929,1,1,0,4,0
8929,1,2,0,4,0
8929,1,3,0,4,0
8929,1,4,0,4,0
8929,1,5,0,4,0
8929,1,6,0,4,0
8929,1,7,0,4,0
8929,1,8,0,4,0
8929,1,9,0,4,0
8929,1,10,0,4,0
8929,1,11,5,4,0
8930,1,1,0,4,0
8930,1,2,0,4,0
8930,1,3,0,4,0
8930,1,4,0,0,0
8930,1,5,0,4,0
8930,1,6,0,0,0
8930,1,7,0,0,0
8930,1,8,0,4,0
8930,1,9,0,3,0
8930,1,10,0,4,0
8930,1,11,0,4,0
8931,12,1,11,4,0
8931,12,2,10,4,0
8931,12,3,9,4,0
8931,12,4,8,4,0
8931,12,5,7,4,0
8931,12,6,6,4,0
8931,12,7,5,4,0
8931,12,8,4,4,0
8931,12,9,3,4,0
8931,12,10,2,4,0
8931,12,11,1,4,0
8932,1,1,0,0,0
8932,1,2,0,0,0
8932,1,3,0,0,0
8932,1,4,0,0,0
8932,1,5,0,0,0
8932,1,6,0,0,0
8932,1,7,0,0,0
8932,1,8,0,0,0
8932,1,9,0,0,0
8932,1,10,0,0,0
8932,1,11,0,0,0
8933,12,1,11,4,0
8933,12,2,10,4,0
8933,12,3,9,4,0
8933,12,4,8,4,0
8933,12,5,7,4,0
8933,12,6,6,4,0
8933,12,7,5,4,0
8933,12,8,4,4,0
8933,12,9,3,4,0
8933,12,10,2,4,0
8933,12,11,1,4,0
8934,6,1,5,4,0
8934,6,2,4,4,0
8934,6,3,3,4,0
8934,6,4,2,0,0
8934,6,5,1,0,0
8934,6,6,0,0,1
8935,12,1,11,4,0
8935,12,2,10,4,0
8935,12,3,9,4,0
8935,12,4,8,4,0
8935,12,5,7,0,0
8935,12,6,6,1,0
8935,12,7,5,3,0
8935,12,8,4,4,0
8935,12,9,3,4,0
8935,12,10,2,4,0
8935,12,11,1,4,0
8936,1,1,0,4,0
8936,1,2,0,0,0
8936,1,3,0,0,0
8936,1,4,0,0,0
8936,1,5,0,0,1
8937,6,1,5,4,0
8937,6,2,4,4,0
8937,6,3,3,4,0
8937,6,4,2,4,0
8937,6,5,1,4,0
8937,6,6,0,4,0
8937,6,7,5,4,0
8937,6,8,4,4,0
8937,6,9,3,4,0
8937,6,10,2,4,0
8937,6,11,1,4,0
8938,1,1,0,4,0
8938,1,2,0,4,0
8938,1,3,0,4,0
8938,1,4,0,4,0
8938,1,5,0,3,0
8938,1,6,0,4,0
8938,1,7,0,4,0
8938,1,8,0,4,0
8938,1,9,0,4,0
8938,1,10,0,4,0
8938,1,11,0,4,0
8939,1,1,0,4,0
8939,1,2,0,4,0
8939,1,3,0,0,0
8939,1,4,0,4,0
8939,1,5,0,0,0
8939,1,6,0,4,0
8939,1,7,0,4,0
8939,1,8,0,4,0
8939,1,9,0,4,0
8939,1,10,0,0,0
8939,1,11,0,4,0
8940,1,1,0,0,0
8940,1,2,0,0,0
8940,1,3,0,0,0
8940,1,4,0,0,0
8940,1,5,0,0,0
8940,1,6,0,0,0
8940,1,7,0,0,0
8940,1,8,0,0,0
8940,1,9,0,0,0
8940,1,10,0,0,0
8940,1,11,0,0,0
8941,12,1,11,4,0
8941,12,2,10,4,0
8941,12,3,9,4,0
8941,12,4,8,0,0
8941,12,5,7,0,0
8941,12,6,6,4,0
8941,12,7,5,2,0
8941,12,8,4,1,0
8941,12,9,3,0,0
8941,12,10,2,4,0
8941,12,11,1,4,0
8942,6,1,5,4,0
8942,6,2,4,4,0
8942,6,3,3,2,0
8942,6,4,2,4,0
8942,6,5,1,4,0
8942,6,6,0,4,0
8942,6,7,5,3,0
8942,6,8,4,1,0
8942,6,9,3,0,0
8942,6,10,2,4,0
8942,6,11,1,0,0
8943,6,1,5,4,0
8943,6,2,4,4,0
8943,6,3,3,4,0
8943,6,4,2,4,0
8943,6,5,1,4,0
8943,6,6,0,4,0
8943,6,7,5,4,0
8943,6,8,4,4,0
8943,6,9,3,4,0
8943,6,10,2,4,0
8943,6,11,1,4,0
8944,6,1,5,0,0
8944,6,2,4,0,0
8944,6,3,3,0,0
8944,6,4,2,0,0
8944,6,5,1,0,0
8944,6,6,0,0,0
8944,6,7,5,0,0
8944,6,8,4,0,0
8944,6,9,3,0,0
8944,6,10,2,0,0
8944,6,11,1,0,0
8945,6,1,5,4,0
8945,6,2,4,4,0
8945,6,3,3,4,0
8945,6,4,2,4,0
8945,6,5,1,4,0
8945,6,6,0,4,0
8945,6,7,5,4,0
8945,6,8,4,4,0
8945,6,9,3,4,0
8945,6,10,2,3,0
8945,6,11,1,0,0
8946,1,1,0,4,0
8946,1,2,0,4,0
8946,1,3,0,4,0
8946,1,4,0,4,0
8946,1,5,0,4,0
8946,1,6,0,3,0
8946,1,7,0,4,0
8946,1,8,0,4,0
8946,1,9,0,4,0
8946,1,10,0,4,0
8946,1,11,0,4,0
8947,1,1,0,4,0
8947,1,2,0,4,0
8947,1,3,0,4,0
8947,1,4,0,4,0
8947,1,5,0,0,0
8947,1,6,0,4,0
8947,1,7,0,0,0
8947,1,8,0,0,0
8947,1,9,0,0,0
8947,1,10,0,0,0
8947,1,11,0,0,0
8948,12,1,11,4,0
8948,12,2,10,4,0
8948,12,3,9,4,0
8948,12,4,8,4,0
8948,12,5,7,4,0
8948,12,6,6,4,0
8948,12,7,5,4,0
8948,12,8,4,4,0
8948,12,9,3,4,0
8948,12,10,2,4,0
8948,12,11,1,4,0
8949,6,1,5,4,0
8949,6,2,4,4,0
8949,6,3,3,4,0
8949,6,4,2,4,0
8949,6,5,1,4,0
8949,6,6,0,4,0
8949,6,7,5,4,0
8949,6,8,4,4,0
8949,6,9,3,4,0
8949,6,10,2,4,0
8949,6,11,1,4,0
8950,6,1,5,4,0
8950,6,2,4,4,0
8950,6,3,3,4,0
8950,6,4,2,4,0
8950,6,5,1,0,0
8950,6,6,0,4,1
8951,1,1,0,4,0
8951,1,2,0,4,0
8951,1,3,0,4,0
8951,1,4,0,4,0
8951,1,5,0,4,0
8951,1,6,0,4,0
8951,1,7,0,4,0
8951,1,8,0,4,0
8951,1,9,0,4,0
8951,1,10,0,4,0
8951,1,11,0,4,0
8952,12,1,11,4,0
8952,12,2,10,4,0
8952,12,3,9,4,0
8952,12,4,8,4,0
8952,12,5,7,4,0
8952,12,6,6,4,0
8952,12,7,5,4,0
8952,12,8,4,4,0
8952,12,9,3,4,0
8952,12,10,2,4,0
8952,12,11,1,4,0
8953,6,1,5,4,0
8953,6,2,4,3,1
8954,1,1,0,4,0
8954,1,2,0,4,0
8954,1,3,0,4,0
8954,1,4,0,4,0
8954,1,5,0,4,0
8954,1,6,0,3,0
8954,1,7,0,4,0
8954,1,8,0,4,0
8954,1,9,0,0,1
8955,1,1,0,4,0
8955,1,2,0,4,0
8955,1,3,0,4,0
8955,1,4,0,4,0
8955,1,5,0,4,0
8955,1,6,0,4,0
8955,1,7,0,4,0
8955,1,8,0,4,0
8955,1,9,0,4,0
8955,1,10,0,0,0
8955,1,11,0,0,0
8956,1,1,0,4,0
8956,1,2,0,4,0
8956,1,3,0,4,0
8956,1,4,0,4,0
8956,1,5,0,0,0
8956,1,6,0,0,0
8956,1,7,0,0,0
8956,1,8,0,4,0
8956,1,9,0,4,0
8956,1,10,0,4,0
8956,1,11,0,4,0
8957,1,1,0,4,0
8957,1,2,0,0,0
8957,1,3,0,0,0
8957,1,4,0,0,0
8957,1,5,0,0,1
8958,1,1,0,3,0
8958,1,2,0,4,0
8958,1,3,0,4,0
8958,1,4,0,3,0
8958,1,5,0,4,0
8958,1,6,0,4,0
8958,1,7,0,4,0
8958,1,8,0,0,0
8958,1,9,0,4,0
8958,1,10,0,4,0
8958,1,11,0,4,0
8959,6,1,5,4,0
8959,6,2,4,4,0
8959,6,3,3,4,0
8959,6,4,2,4,0
8959,6,5,1,4,0
8959,6,6,0,4,1
8960,1,1,0,4,0
8960,1,2,0,4,0
8960,1,3,0,4,0
8960,1,4,0,0,0
8960,1,5,0,0,0
8960,1,6,0,0,0
