custid,startlen,time,payleft,lagtest,cancelnow
6093,12,7,5,4,0
6093,12,8,4,4,0
6093,12,9,3,4,0
6093,12,10,2,4,0
6093,12,11,1,4,0
6094,1,1,0,4,0
6094,1,2,0,4,0
6094,1,3,0,4,0
6094,1,4,0,0,0
6094,1,5,0,0,1
6095,6,1,5,4,0
6095,6,2,4,4,0
6095,6,3,3,4,0
6095,6,4,2,4,0
6095,6,5,1,4,0
6095,6,6,0,4,0
6095,6,7,5,4,0
6095,6,8,4,4,0
6095,6,9,3,4,0
6095,6,10,2,4,0
6095,6,11,1,4,0
6096,1,1,0,4,0
6096,1,2,0,4,0
6096,1,3,0,0,0
6096,1,4,0,0,0
6096,1,5,0,0,0
6096,1,6,0,0,1
6097,1,1,0,0,0
6097,1,2,0,0,0
6097,1,3,0,0,1
6098,6,1,5,4,0
6098,6,2,4,4,0
6098,6,3,3,0,0
6098,6,4,2,2,0
6098,6,5,1,2,0
6098,6,6,0,0,0
6098,6,7,5,0,0
6098,6,8,4,0,0
6098,6,9,3,0,0
6098,6,10,2,0,0
6098,6,11,1,0,0
6099,1,1,0,2,0
6099,1,2,0,4,0
6099,1,3,0,4,0
6099,1,4,0,4,0
6099,1,5,0,4,0
6099,1,6,0,4,0
6099,1,7,0,4,0
6099,1,8,0,4,0
6099,1,9,0,4,0
6099,1,10,0,4,0
6099,1,11,0,4,0
6100,6,1,5,4,0
6100,6,2,4,4,0
6100,6,3,3,4,0
6100,6,4,2,4,0
6100,6,5,1,4,0
6100,6,6,0,4,0
6100,6,7,5,4,0
6100,6,8,4,4,0
6100,6,9,3,4,0
6100,6,10,2,4,0
6100,6,11,1,4,0
6101,6,1,5,4,0
6101,6,2,4,4,0
6101,6,3,3,4,0
6101,6,4,2,4,0
6101,6,5,1,4,0
6101,6,6,0,4,0
6101,6,7,5,4,0
6101,6,8,4,4,0
6101,6,9,3,4,0
6101,6,10,2,4,0
6101,6,11,1,4,0
6102,1,1,0,4,0
6102,1,2,0,4,0
6102,1,3,0,4,0
6102,1,4,0,4,0
6102,1,5,0,4,0
6102,1,6,0,4,0
6102,1,7,0,4,0
6102,1,8,0,4,0
6102,1,9,0,4,0
6102,1,10,0,4,0
6102,1,11,0,4,0
6103,1,1,0,4,0
6103,1,2,0,4,0
6103,1,3,0,0,0
6103,1,4,0,0,0
6103,1,5,0,4,0
6103,1,6,0,0,0
6103,1,7,0,3,0
6103,1,8,0,4,0
6103,1,9,0,4,0
6103,1,10,0,0,1
6104,12,1,11,4,0
6104,12,2,10,4,0
6104,12,3,9,4,0
6104,12,4,8,4,0
6104,12,5,7,4,0
6104,12,6,6,4,0
6104,12,7,5,4,0
6104,12,8,4,4,0
6104,12,9,3,4,0
6104,12,10,2,0,0
6104,12,11,1,0,0
6105,12,1,11,4,0
6105,12,2,10,4,0
6105,12,3,9,4,0
6105,12,4,8,4,0
6105,12,5,7,4,0
6105,12,6,6,4,0
6105,12,7,5,4,0
6105,12,8,4,4,0
6105,12,9,3,4,0
6105,12,10,2,4,0
6105,12,11,1,4,0
6106,6,1,5,0,0
6106,6,2,4,0,0
6106,6,3,3,0,0
6106,6,4,2,0,0
6106,6,5,1,0,0
6106,6,6,0,0,0
6106,6,7,5,0,0
6106,6,8,4,0,0
6106,6,9,3,0,0
6106,6,10,2,0,0
6106,6,11,1,0,0
6107,6,1,5,4,0
6107,6,2,4,4,0
6107,6,3,3,4,0
6107,6,4,2,0,0
6107,6,5,1,0,0
6107,6,6,0,0,0
6107,6,7,5,0,0
6107,6,8,4,0,0
6107,6,9,3,0,0
6107,6,10,2,4,0
6107,6,11,1,0,0
6108,1,1,0,4,0
6108,1,2,0,4,0
6108,1,3,0,4,0
6108,1,4,0,4,0
6108,1,5,0,4,0
6108,1,6,0,4,0
6108,1,7,0,4,0
6108,1,8,0,4,0
6108,1,9,0,0,0
6108,1,10,0,4,0
6108,1,11,0,4,0
6109,1,1,0,0,0
6109,1,2,0,0,0
6109,1,3,0,2,0
6109,1,4,0,4,0
6109,1,5,0,4,1
6110,6,1,5,4,0
6110,6,2,4,4,0
6110,6,3,3,4,0
6110,6,4,2,0,0
6110,6,5,1,0,0
6110,6,6,0,4,0
6110,6,7,5,0,0
6110,6,8,4,0,0
6110,6,9,3,0,0
6110,6,10,2,0,0
6110,6,11,1,0,0
6111,12,1,11,4,0
6111,12,2,10,4,0
6111,12,3,9,0,0
6111,12,4,8,0,0
6111,12,5,7,4,0
6111,12,6,6,4,0
6111,12,7,5,4,0
6111,12,8,4,4,0
6111,12,9,3,3,0
6111,12,10,2,4,0
6111,12,11,1,4,0
6112,6,1,5,4,0
6112,6,2,4,4,0
6112,6,3,3,4,0
6112,6,4,2,0,0
6112,6,5,1,4,0
6112,6,6,0,4,0
6112,6,7,5,0,0
6112,6,8,4,0,0
6112,6,9,3,0,0
6112,6,10,2,4,0
6112,6,11,1,0,0
6113,12,1,11,4,0
6113,12,2,10,0,0
6113,12,3,9,0,0
6113,12,4,8,0,0
6113,12,5,7,0,0
6113,12,6,6,0,0
6113,12,7,5,0,0
6113,12,8,4,0,0
6113,12,9,3,0,0
6113,12,10,2,0,0
6113,12,11,1,0,0
6114,6,1,5,4,0
6114,6,2,4,4,0
6114,6,3,3,4,0
6114,6,4,2,4,0
6114,6,5,1,4,0
6114,6,6,0,4,0
6114,6,7,5,4,0
6114,6,8,4,4,0
6114,6,9,3,4,0
6114,6,10,2,4,0
6114,6,11,1,4,0
6115,1,1,0,4,0
6115,1,2,0,4,0
6115,1,3,0,4,0
6115,1,4,0,3,0
6115,1,5,0,4,0
6115,1,6,0,3,0
6115,1,7,0,4,0
6115,1,8,0,4,0
6115,1,9,0,3,0
6115,1,10,0,4,0
6115,1,11,0,4,0
6116,1,1,0,0,1
6117,6,1,5,4,0
6117,6,2,4,4,0
6117,6,3,3,4,0
6117,6,4,2,4,0
6117,6,5,1,4,0
6117,6,6,0,4,0
6117,6,7,5,4,0
6117,6,8,4,4,0
6117,6,9,3,4,0
6117,6,10,2,4,0
6117,6,11,1,4,0
6118,1,1,0,4,0
6118,1,2,0,0,0
6118,1,3,0,0,0
6118,1,4,0,0,0
6118,1,5,0,0,0
6118,1,6,0,0,0
6118,1,7,0,0,0
6118,1,8,0,0,0
6118,1,9,0,0,0
6118,1,10,0,0,0
6118,1,11,0,0,1
6119,1,1,0,4,0
6119,1,2,0,4,0
6119,1,3,0,0,0
6119,1,4,0,0,0
6119,1,5,0,0,0
6119,1,6,0,4,0
6119,1,7,0,0,0
6119,1,8,0,0,0
6119,1,9,0,0,0
6119,1,10,0,0,0
6119,1,11,0,0,0
6120,12,1,11,4,0
6120,12,2,10,4,0
6120,12,3,9,3,0
6120,12,4,8,0,0
6120,12,5,7,0,0
6120,12,6,6,0,0
6120,12,7,5,0,0
6120,12,8,4,0,0
6120,12,9,3,0,0
6120,12,10,2,0,0
6120,12,11,1,0,0
6121,1,1,0,4,0
6121,1,2,0,0,0
6121,1,3,0,0,0
6121,1,4,0,0,1
6122,1,1,0,4,0
6122,1,2,0,4,0
6122,1,3,0,4,0
6122,1,4,0,4,0
6122,1,5,0,4,0
6122,1,6,0,4,0
6122,1,7,0,4,0
6122,1,8,0,4,0
6122,1,9,0,4,0
6122,1,10,0,4,0
6122,1,11,0,4,0
6123,12,1,11,4,0
6123,12,2,10,4,0
6123,12,3,9,4,0
6123,12,4,8,0,0
6123,12,5,7,0,0
6123,12,6,6,0,0
6123,12,7,5,0,0
6123,12,8,4,0,0
6123,12,9,3,0,0
6123,12,10,2,0,0
6123,12,11,1,0,0
6124,1,1,0,0,0
6124,1,2,0,0,1
6125,1,1,0,4,0
6125,1,2,0,4,0
6125,1,3,0,4,0
6125,1,4,0,4,0
6125,1,5,0,4,0
6125,1,6,0,4,1
6126,1,1,0,4,0
6126,1,2,0,4,0
6126,1,3,0,4,0
6126,1,4,0,4,0
6126,1,5,0,0,0
6126,1,6,0,0,0
6126,1,7,0,0,0
6126,1,8,0,0,0
6126,1,9,0,0,0
6126,1,10,0,0,0
6126,1,11,0,0,1
6127,12,1,11,4,0
6127,12,2,10,4,0
6127,12,3,9,4,0
6127,12,4,8,4,0
6127,12,5,7,4,0
6127,12,6,6,4,0
6127,12,7,5,4,0
6127,12,8,4,0,1
6128,12,1,11,0,0
6128,12,2,10,0,0
6128,12,3,9,0,0
6128,12,4,8,0,0
6128,12,5,7,0,0
6128,12,6,6,0,0
6128,12,7,5,0,0
6128,12,8,4,0,0
6128,12,9,3,0,0
6128,12,10,2,0,0
6128,12,11,1,0,0
6129,12,1,11,4,0
6129,12,2,10,4,0
6129,12,3,9,4,0
6129,12,4,8,4,0
6129,12,5,7,4,0
6129,12,6,6,4,0
6129,12,7,5,4,0
6129,12,8,4,4,0
6129,12,9,3,4,0
6129,12,10,2,4,0
6129,12,11,1,4,0
6130,1,1,0,4,0
6130,1,2,0,4,0
6130,1,3,0,4,0
6130,1,4,0,2,0
6130,1,5,0,0,0
6130,1,6,0,2,0
6130,1,7,0,2,0
6130,1,8,0,3,0
6130,1,9,0,3,0
6130,1,10,0,3,0
6130,1,11,0,0,0
6131,6,1,5,4,0
6131,6,2,4,4,0
6131,6,3,3,4,0
6131,6,4,2,4,0
6131,6,5,1,4,0
6131,6,6,0,4,0
6131,6,7,5,4,0
6131,6,8,4,4,0
6131,6,9,3,4,0
6131,6,10,2,4,0
6131,6,11,1,4,0
6132,6,1,5,4,0
6132,6,2,4,4,0
6132,6,3,3,4,0
6132,6,4,2,4,0
6132,6,5,1,4,0
6132,6,6,0,4,0
6132,6,7,5,4,0
6132,6,8,4,4,0
6132,6,9,3,4,0
6132,6,10,2,4,0
6132,6,11,1,4,0
6133,12,1,11,4,0
6133,12,2,10,4,0
6133,12,3,9,4,0
6133,12,4,8,4,0
6133,12,5,7,4,0
6133,12,6,6,4,0
6133,12,7,5,4,0
6133,12,8,4,4,0
6133,12,9,3,4,0
6133,12,10,2,4,0
6133,12,11,1,4,0
6134,1,1,0,4,0
6134,1,2,0,4,0
6134,1,3,0,4,0
6134,1,4,0,4,0
6134,1,5,0,0,0
6134,1,6,0,0,0
6134,1,7,0,0,0
6134,1,8,0,0,0
6134,1,9,0,0,0
6134,1,10,0,0,1
6135,6,1,5,0,0
6135,6,2,4,0,0
6135,6,3,3,0,0
6135,6,4,2,0,0
6135,6,5,1,0,0
6135,6,6,0,0,1
6136,1,1,0,4,0
6136,1,2,0,4,0
6136,1,3,0,4,0
6136,1,4,0,4,0
6136,1,5,0,4,0
6136,1,6,0,4,0
6136,1,7,0,4,0
6136,1,8,0,4,0
6136,1,9,0,4,0
6136,1,10,0,4,0
6136,1,11,0,4,0
6137,1,1,0,0,0
6137,1,2,0,0,0
6137,1,3,0,0,0
6137,1,4,0,0,1
6138,1,1,0,0,0
6138,1,2,0,0,0
6138,1,3,0,0,0
6138,1,4,0,0,0
6138,1,5,0,0,0
6138,1,6,0,0,1
6139,6,1,5,2,0
6139,6,2,4,0,1
6140,6,1,5,4,0
6140,6,2,4,4,0
6140,6,3,3,4,0
6140,6,4,2,4,0
6140,6,5,1,4,0
6140,6,6,0,4,0
6140,6,7,5,3,0
6140,6,8,4,1,0
6140,6,9,3,0,0
6140,6,10,2,4,0
6140,6,11,1,0,0
6141,6,1,5,4,0
6141,6,2,4,4,0
6141,6,3,3,4,0
6141,6,4,2,4,0
6141,6,5,1,4,0
6141,6,6,0,4,0
6141,6,7,5,4,0
6141,6,8,4,4,0
6141,6,9,3,4,0
6141,6,10,2,4,0
6141,6,11,1,4,0
6142,1,1,0,0,0
6142,1,2,0,0,0
6142,1,3,0,0,0
6142,1,4,0,0,0
6142,1,5,0,0,0
6142,1,6,0,0,0
6142,1,7,0,0,0
6142,1,8,0,0,1
6143,1,1,0,4,0
6143,1,2,0,4,0
6143,1,3,0,4,0
6143,1,4,0,4,0
6143,1,5,0,0,0
6143,1,6,0,4,0
6143,1,7,0,4,0
6143,1,8,0,4,0
6143,1,9,0,0,0
6143,1,10,0,4,0
6143,1,11,0,0,0
6144,1,1,0,4,0
6144,1,2,0,4,0
6144,1,3,0,4,0
6144,1,4,0,0,0
6144,1,5,0,0,0
6144,1,6,0,0,1
6145,1,1,0,4,0
6145,1,2,0,4,0
6145,1,3,0,0,0
6145,1,4,0,0,0
6145,1,5,0,0,1
6146,6,1,5,4,0
6146,6,2,4,4,0
6146,6,3,3,4,0
6146,6,4,2,4,0
6146,6,5,1,0,0
6146,6,6,0,0,0
6146,6,7,5,0,1
6147,6,1,5,4,0
6147,6,2,4,4,0
6147,6,3,3,4,0
6147,6,4,2,4,0
6147,6,5,1,4,0
6147,6,6,0,4,0
6147,6,7,5,4,0
6147,6,8,4,4,0
6147,6,9,3,0,0
6147,6,10,2,4,0
6147,6,11,1,4,0
6148,6,1,5,4,0
6148,6,2,4,4,0
6148,6,3,3,4,0
6148,6,4,2,4,0
6148,6,5,1,4,0
6148,6,6,0,4,0
6148,6,7,5,4,0
6148,6,8,4,4,0
6148,6,9,3,2,0
6148,6,10,2,3,0
6148,6,11,1,0,0
6149,1,1,0,4,0
6149,1,2,0,4,0
6149,1,3,0,4,0
6149,1,4,0,0,0
6149,1,5,0,0,0
6149,1,6,0,0,0
6149,1,7,0,0,1
6150,12,1,11,4,0
6150,12,2,10,4,0
6150,12,3,9,4,0
6150,12,4,8,0,0
6150,12,5,7,0,0
6150,12,6,6,0,0
6150,12,7,5,0,0
6150,12,8,4,0,0
6150,12,9,3,0,0
6150,12,10,2,0,0
6150,12,11,1,0,0
6151,6,1,5,4,0
6151,6,2,4,4,0
6151,6,3,3,4,0
6151,6,4,2,4,0
6151,6,5,1,0,0
6151,6,6,0,4,0
6151,6,7,5,4,0
6151,6,8,4,4,0
6151,6,9,3,4,0
6151,6,10,2,0,0
6151,6,11,1,0,0
6152,6,1,5,4,0
6152,6,2,4,1,0
6152,6,3,3,3,0
6152,6,4,2,2,0
6152,6,5,1,0,0
6152,6,6,0,2,0
6152,6,7,5,2,0
6152,6,8,4,2,0
6152,6,9,3,1,0
6152,6,10,2,4,0
6152,6,11,1,4,0
6153,6,1,5,4,0
6153,6,2,4,4,0
6153,6,3,3,4,0
6153,6,4,2,4,0
6153,6,5,1,0,0
6153,6,6,0,0,1
6154,1,1,0,4,0
6154,1,2,0,4,0
6154,1,3,0,4,0
6154,1,4,0,4,0
6154,1,5,0,4,0
6154,1,6,0,0,0
6154,1,7,0,0,0
6154,1,8,0,0,1
6155,6,1,5,4,0
6155,6,2,4,4,0
6155,6,3,3,2,0
6155,6,4,2,1,0
6155,6,5,1,1,0
6155,6,6,0,4,0
6155,6,7,5,0,0
6155,6,8,4,1,0
6155,6,9,3,0,0
6155,6,10,2,3,0
6155,6,11,1,0,0
6156,6,1,5,4,0
6156,6,2,4,4,0
6156,6,3,3,4,0
6156,6,4,2,4,0
6156,6,5,1,0,0
6156,6,6,0,4,0
6156,6,7,5,4,0
6156,6,8,4,4,0
6156,6,9,3,4,0
6156,6,10,2,0,0
6156,6,11,1,0,0
6157,6,1,5,4,0
6157,6,2,4,4,0
6157,6,3,3,4,0
6157,6,4,2,4,0
6157,6,5,1,4,0
6157,6,6,0,0,0
6157,6,7,5,0,0
6157,6,8,4,4,0
6157,6,9,3,0,0
6157,6,10,2,0,0
6157,6,11,1,0,0
6158,6,1,5,4,0
6158,6,2,4,4,0
6158,6,3,3,4,0
6158,6,4,2,4,0
6158,6,5,1,4,0
6158,6,6,0,4,0
6158,6,7,5,4,0
6158,6,8,4,4,0
6158,6,9,3,4,0
6158,6,10,2,4,0
6158,6,11,1,4,0
6159,1,1,0,4,0
6159,1,2,0,4,0
6159,1,3,0,2,0
6159,1,4,0,0,0
6159,1,5,0,0,0
6159,1,6,0,0,0
6159,1,7,0,0,1
6160,6,1,5,0,0
6160,6,2,4,0,0
6160,6,3,3,0,0
6160,6,4,2,0,0
6160,6,5,1,0,0
6160,6,6,0,0,1
6161,1,1,0,4,0
6161,1,2,0,4,0
6161,1,3,0,4,0
6161,1,4,0,4,0
6161,1,5,0,4,0
6161,1,6,0,4,0
6161,1,7,0,0,0
6161,1,8,0,4,0
6161,1,9,0,0,0
6161,1,10,0,4,0
6161,1,11,0,4,0
6162,6,1,5,4,0
6162,6,2,4,4,0
6162,6,3,3,4,0
6162,6,4,2,4,0
6162,6,5,1,4,0
6162,6,6,0,4,0
6162,6,7,5,4,0
6162,6,8,4,4,0
6162,6,9,3,0,0
6162,6,10,2,0,0
6162,6,11,1,0,0
6163,6,1,5,4,0
6163,6,2,4,4,0
6163,6,3,3,4,0
6163,6,4,2,4,0
6163,6,5,1,3,0
6163,6,6,0,4,0
6163,6,7,5,4,0
6163,6,8,4,3,0
6163,6,9,3,4,0
6163,6,10,2,4,0
6163,6,11,1,4,0
6164,1,1,0,0,0
6164,1,2,0,0,0
6164,1,3,0,0,0
6164,1,4,0,0,1
6165,6,1,5,4,0
6165,6,2,4,0,0
6165,6,3,3,0,0
6165,6,4,2,0,0
6165,6,5,1,0,0
6165,6,6,0,0,1
6166,1,1,0,4,0
6166,1,2,0,0,0
6166,1,3,0,0,0
6166,1,4,0,0,0
6166,1,5,0,0,0
6166,1,6,0,0,0
6166,1,7,0,0,0
6166,1,8,0,0,1
6167,1,1,0,0,0
6167,1,2,0,0,1
6168,12,1,11,0,0
6168,12,2,10,0,0
6168,12,3,9,0,0
6168,12,4,8,0,0
6168,12,5,7,0,0
6168,12,6,6,0,0
6168,12,7,5,0,0
6168,12,8,4,0,0
6168,12,9,3,0,0
6168,12,10,2,0,0
6168,12,11,1,0,0
6169,1,1,0,4,0
6169,1,2,0,4,0
6169,1,3,0,4,0
6169,1,4,0,4,0
6169,1,5,0,0,0
6169,1,6,0,0,0
6169,1,7,0,4,0
6169,1,8,0,0,0
6169,1,9,0,0,0
6169,1,10,0,0,0
6169,1,11,0,0,0
6170,1,1,0,4,0
6170,1,2,0,4,0
6170,1,3,0,4,0
6170,1,4,0,1,0
6170,1,5,0,0,0
6170,1,6,0,4,0
6170,1,7,0,4,0
6170,1,8,0,0,0
6170,1,9,0,0,0
6170,1,10,0,4,0
6170,1,11,0,0,0
6171,6,1,5,4,0
6171,6,2,4,4,0
6171,6,3,3,4,0
6171,6,4,2,4,0
6171,6,5,1,4,0
6171,6,6,0,4,0
6171,6,7,5,4,0
6171,6,8,4,4,0
6171,6,9,3,4,0
6171,6,10,2,4,0
6171,6,11,1,4,0
6172,6,1,5,4,0
6172,6,2,4,4,0
6172,6,3,3,3,0
6172,6,4,2,4,0
6172,6,5,1,3,0
6172,6,6,0,4,0
6172,6,7,5,0,0
6172,6,8,4,4,0
6172,6,9,3,4,0
6172,6,10,2,0,0
6172,6,11,1,0,0
6173,12,1,11,0,0
6173,12,2,10,0,0
6173,12,3,9,0,0
6173,12,4,8,0,0
6173,12,5,7,0,0
6173,12,6,6,0,0
6173,12,7,5,0,0
6173,12,8,4,0,0
6173,12,9,3,0,0
6173,12,10,2,0,0
6173,12,11,1,0,0
6174,6,1,5,4,0
6174,6,2,4,4,0
6174,6,3,3,4,0
6174,6,4,2,4,0
6174,6,5,1,4,0
6174,6,6,0,2,0
6174,6,7,5,4,0
6174,6,8,4,4,0
6174,6,9,3,4,0
6174,6,10,2,4,0
6174,6,11,1,4,0
6175,12,1,11,4,0
6175,12,2,10,4,0
6175,12,3,9,4,0
6175,12,4,8,4,0
6175,12,5,7,4,0
6175,12,6,6,4,0
6175,12,7,5,4,0
6175,12,8,4,4,0
6175,12,9,3,4,0
6175,12,10,2,4,0
6175,12,11,1,4,0
6176,1,1,0,4,0
6176,1,2,0,4,0
6176,1,3,0,4,0
6176,1,4,0,4,0
6176,1,5,0,4,0
6176,1,6,0,4,0
6176,1,7,0,4,0
6176,1,8,0,4,0
6176,1,9,0,4,0
6176,1,10,11,4,0
6176,1,11,10,4,0
6177,12,1,11,4,0
6177,12,2,10,4,0
6177,12,3,9,4,0
6177,12,4,8,4,0
6177,12,5,7,4,0
6177,12,6,6,3,0
6177,12,7,5,0,0
6177,12,8,4,0,0
6177,12,9,3,0,0
6177,12,10,2,0,0
6177,12,11,1,0,0
6178,12,1,11,4,0
6178,12,2,10,0,0
6178,12,3,9,0,0
6178,12,4,8,0,0
6178,12,5,7,0,0
6178,12,6,6,0,1
6179,12,1,11,4,0
6179,12,2,10,4,0
6179,12,3,9,4,0
6179,12,4,8,4,0
6179,12,5,7,4,0
6179,12,6,6,4,0
6179,12,7,5,4,0
6179,12,8,4,4,0
6179,12,9,3,4,0
6179,12,10,2,4,0
6179,12,11,1,4,0
6180,6,1,5,4,0
6180,6,2,4,0,0
6180,6,3,3,0,0
6180,6,4,2,0,1
6181,1,1,0,4,0
6181,1,2,0,4,0
6181,1,3,0,4,0
6181,1,4,0,4,0
6181,1,5,0,4,0
6181,1,6,0,4,0
6181,1,7,0,4,0
6181,1,8,0,4,0
6181,1,9,0,4,0
6181,1,10,0,4,1
6182,1,1,0,0,0
6182,1,2,0,0,1
6183,6,1,5,0,0
6183,6,2,4,0,0
6183,6,3,3,0,0
6183,6,4,2,0,1
6184,1,1,0,4,0
6184,1,2,0,4,0
6184,1,3,0,4,0
6184,1,4,0,4,0
6184,1,5,0,4,0
6184,1,6,0,4,0
6184,1,7,0,4,0
6184,1,8,0,4,0
6184,1,9,0,4,0
6184,1,10,0,4,0
6184,1,11,0,4,0
6185,1,1,0,4,0
6185,1,2,0,4,0
6185,1,3,0,0,0
6185,1,4,0,0,1
6186,12,1,11,4,0
6186,12,2,10,4,0
6186,12,3,9,4,0
6186,12,4,8,4,0
6186,12,5,7,4,0
6186,12,6,6,0,0
6186,12,7,5,4,0
6186,12,8,4,4,0
6186,12,9,3,0,0
6186,12,10,2,0,0
6186,12,11,1,0,0
6187,1,1,0,4,0
6187,1,2,0,4,0
6187,1,3,0,4,0
6187,1,4,0,4,0
6187,1,5,0,4,0
6187,1,6,0,4,0
6187,1,7,0,4,0
6187,1,8,0,4,0
6187,1,9,0,4,0
6187,1,10,0,4,0
6187,1,11,0,4,0
6188,1,1,0,0,0
6188,1,2,0,0,0
6188,1,3,0,0,1
6189,1,1,0,0,0
6189,1,2,0,0,1
6190,1,1,0,4,0
6190,1,2,0,4,0
6190,1,3,0,4,0
6190,1,4,0,4,0
6190,1,5,0,4,0
6190,1,6,0,4,0
6190,1,7,0,4,0
6190,1,8,0,0,0
6190,1,9,0,0,0
6190,1,10,0,0,0
6190,1,11,0,0,0
6191,12,1,11,4,0
6191,12,2,10,4,0
6191,12,3,9,4,0
6191,12,4,8,4,0
6191,12,5,7,4,0
6191,12,6,6,4,0
6191,12,7,5,4,0
6191,12,8,4,4,0
6191,12,9,3,4,0
6191,12,10,2,4,0
6191,12,11,1,4,0
6192,1,1,0,4,0
6192,1,2,0,4,0
6192,1,3,0,4,0
6192,1,4,0,0,0
6192,1,5,0,0,0
6192,1,6,0,0,0
6192,1,7,0,0,0
6192,1,8,0,0,0
6192,1,9,0,0,0
6192,1,10,0,0,0
6192,1,11,0,0,0
6193,6,1,5,4,0
6193,6,2,4,4,0
6193,6,3,3,4,0
6193,6,4,2,4,0
6193,6,5,1,4,0
6193,6,6,0,4,0
6193,6,7,5,4,0
6193,6,8,4,4,0
6193,6,9,3,0,0
6193,6,10,2,4,0
6193,6,11,1,4,0
6194,1,1,0,4,0
6194,1,2,0,0,0
6194,1,3,0,0,0
6194,1,4,0,0,1
6195,6,1,5,4,0
6195,6,2,4,4,0
6195,6,3,3,0,0
6195,6,4,2,0,0
6195,6,5,1,0,0
6195,6,6,0,0,1
6196,12,1,11,4,0
6196,12,2,10,4,0
6196,12,3,9,4,0
6196,12,4,8,4,0
6196,12,5,7,4,0
6196,12,6,6,4,0
6196,12,7,5,4,0
6196,12,8,4,4,0
6196,12,9,3,4,0
6196,12,10,2,4,0
6196,12,11,1,4,0
6197,12,1,11,4,0
6197,12,2,10,4,0
6197,12,3,9,4,0
6197,12,4,8,4,0
6197,12,5,7,4,0
6197,12,6,6,4,0
6197,12,7,5,4,0
6197,12,8,4,4,0
6197,12,9,3,4,0
6197,12,10,2,4,0
6197,12,11,1,4,0
6198,1,1,0,4,0
6198,1,2,0,4,0
6198,1,3,0,4,0
6198,1,4,0,4,0
6198,1,5,0,4,0
6198,1,6,0,4,0
6198,1,7,0,4,0
6198,1,8,0,4,0
6198,1,9,0,4,0
6198,1,10,0,4,0
6198,1,11,0,4,0
6199,12,1,11,4,0
6199,12,2,10,4,0
6199,12,3,9,4,0
6199,12,4,8,4,0
6199,12,5,7,4,0
6199,12,6,6,4,0
6199,12,7,5,4,0
6199,12,8,4,4,0
6199,12,9,3,4,0
6199,12,10,2,4,0
6199,12,11,1,4,0
6200,6,1,5,4,0
6200,6,2,4,4,0
6200,6,3,3,4,0
6200,6,4,2,0,0
6200,6,5,1,0,0
6200,6,6,0,0,1
6201,12,1,11,0,0
6201,12,2,10,0,0
6201,12,3,9,0,0
6201,12,4,8,0,0
6201,12,5,7,0,0
6201,12,6,6,0,0
6201,12,7,5,0,0
6201,12,8,4,0,0
6201,12,9,3,0,0
6201,12,10,2,0,0
6201,12,11,1,0,0
6202,12,1,11,4,0
6202,12,2,10,4,0
6202,12,3,9,4,0
6202,12,4,8,4,0
6202,12,5,7,4,0
6202,12,6,6,4,0
6202,12,7,5,4,0
6202,12,8,4,4,0
6202,12,9,3,4,0
6202,12,10,2,4,0
6202,12,11,1,4,0
6203,12,1,11,4,0
6203,12,2,10,0,0
6203,12,3,9,0,0
6203,12,4,8,0,0
6203,12,5,7,0,0
6203,12,6,6,0,0
6203,12,7,5,0,0
6203,12,8,4,0,0
6203,12,9,3,0,0
6203,12,10,2,0,0
6203,12,11,1,0,0
6204,6,1,5,4,0
6204,6,2,4,4,0
6204,6,3,3,4,0
6204,6,4,2,4,0
6204,6,5,1,0,0
6204,6,6,0,0,0
6204,6,7,5,0,0
6204,6,8,4,0,0
6204,6,9,3,0,0
6204,6,10,2,0,0
6204,6,11,1,0,0
6205,1,1,0,0,0
6205,1,2,0,0,0
6205,1,3,0,0,0
6205,1,4,0,0,0
6205,1,5,0,0,0
6205,1,6,0,0,0
6205,1,7,0,0,0
6205,1,8,0,0,1
6206,1,1,0,4,0
6206,1,2,0,4,0
6206,1,3,0,4,0
6206,1,4,0,0,0
6206,1,5,0,0,0
6206,1,6,0,4,0
6206,1,7,0,4,0
6206,1,8,0,4,0
6206,1,9,0,4,0
6206,1,10,0,4,0
6206,1,11,0,4,0
6207,6,1,5,4,0
6207,6,2,4,4,0
6207,6,3,3,4,0
6207,6,4,2,4,0
6207,6,5,1,0,0
6207,6,6,0,0,1
6208,1,1,0,4,0
6208,1,2,0,4,0
6208,1,3,0,4,0
6208,1,4,0,0,0
6208,1,5,0,0,0
6208,1,6,0,0,0
6208,1,7,0,0,0
6208,1,8,0,0,0
6208,1,9,0,0,0
6208,1,10,0,0,0
6208,1,11,0,0,0
6209,6,1,5,4,0
6209,6,2,4,4,0
6209,6,3,3,4,0
6209,6,4,2,4,0
6209,6,5,1,4,0
6209,6,6,0,4,0
6209,6,7,5,4,0
6209,6,8,4,4,0
6209,6,9,3,4,0
6209,6,10,2,4,0
6209,6,11,1,4,0
6210,1,1,0,2,0
6210,1,2,0,2,0
6210,1,3,0,0,0
6210,1,4,0,0,0
6210,1,5,0,0,0
6210,1,6,0,0,1
6211,6,1,5,4,0
6211,6,2,4,4,0
6211,6,3,3,4,0
6211,6,4,2,4,0
6211,6,5,1,4,0
6211,6,6,0,4,0
6211,6,7,5,3,0
6211,6,8,4,4,0
6211,6,9,3,4,0
6211,6,10,2,4,0
6211,6,11,1,4,0
6212,6,1,5,4,0
6212,6,2,4,4,0
6212,6,3,3,4,0
6212,6,4,2,4,0
6212,6,5,1,4,0
